moving_param,concepts_count,axioms_count,prob_axioms_count,time_mean,time_std,iters_mean,iters_time_mean
concepts_count,10,10,10,0.010379862785339356,0.004190636949219198,2.8,0.0012056707200549899
axioms_count,10,10,10,0.009669256210327149,0.00353767339483305,2.5,0.0012818769613901775
prob_axioms_count,10,10,10,0.011322951316833496,0.0054038798802465305,3.3,0.0015455813067299978
prob_axioms_count,10,10,20,0.013827037811279298,0.008447765147030706,4.2,0.0018773795309520904
prob_axioms_count,10,10,30,0.02009439468383789,0.015829917771336355,4.3,0.002273844877878825
prob_axioms_count,10,10,40,0.05213685035705566,0.04430468043326275,4.3,0.004930530660080187
prob_axioms_count,10,10,50,0.0664473295211792,0.058235013003534335,4.6,0.006169132078536833
prob_axioms_count,10,10,60,0.10686466693878174,0.06240499122654191,6.7,0.010035399079838872
prob_axioms_count,10,10,70,0.06472952365875244,0.07356006418882717,3.4,0.006827404137813684
prob_axioms_count,10,10,80,0.12975432872772216,0.11382490148611364,5.9,0.009611770449540554
prob_axioms_count,10,10,90,0.13037583827972413,0.10968744239359883,5.2,0.01428613755874727
prob_axioms_count,10,10,100,0.1107717752456665,0.1377774638215472,3.6,0.013817512585305062
prob_axioms_count,10,10,110,0.3471457242965698,0.16087058969307966,10.4,0.0280124780395767
prob_axioms_count,10,10,120,0.1622791051864624,0.19973899146800603,3.8,0.015612065864331795
prob_axioms_count,10,10,130,0.46139116287231446,0.2917071942386609,10.1,0.03522490475609985
prob_axioms_count,10,10,140,0.4436344623565674,0.4924197317910272,8.1,0.029201457936779345
prob_axioms_count,10,10,150,0.5790580034255981,0.43169848602046323,9.3,0.043643659466061115
prob_axioms_count,10,10,160,0.7609464168548584,0.5292392213288114,10.5,0.04801222705048998
prob_axioms_count,10,10,170,0.7551318645477295,0.7218380276925228,9.2,0.0486753897278711
prob_axioms_count,10,10,180,1.4843855381011963,0.5520668490471121,16.1,0.0885806344548376
prob_axioms_count,10,10,190,1.2339039087295531,0.908778249299822,11.6,0.0825255161897641
prob_axioms_count,10,10,200,0.7302525520324707,0.8059744526776652,6.2,0.07277126109078638
prob_axioms_count,10,10,210,1.242882752418518,0.9830693845807678,9.5,0.0860567524792656
prob_axioms_count,10,10,220,1.3871077299118042,1.3918689289780637,9.2,0.08555770242005063
prob_axioms_count,10,10,230,1.63939471244812,1.270080875926299,10.1,0.12442571571899334
prob_axioms_count,10,10,240,2.450712561607361,1.5288427443308845,13.3,0.14288028500646707
prob_axioms_count,10,10,250,2.6974409580230714,1.5364436844876999,13.3,0.1581366283406771
prob_axioms_count,10,10,260,3.2439441204071047,2.311954000162025,14.1,0.17839699170393009
prob_axioms_count,10,10,270,3.126721811294556,2.5173961106073963,12.4,0.19417711599441942
prob_axioms_count,10,10,280,3.3420579195022584,2.783553347867555,12.0,0.18812113051853405
prob_axioms_count,10,10,290,5.291080379486084,1.4030993351076197,17.6,0.29566702855316984
prob_axioms_count,10,10,300,5.794932627677918,3.022164326302529,17.3,0.2942349260820141
prob_axioms_count,10,10,310,7.884473562240601,1.7849773991205444,21.6,0.3610733491489974
prob_axioms_count,10,10,320,7.380737543106079,1.413783105997629,18.9,0.3861971162500779
prob_axioms_count,10,10,330,9.201877903938293,2.6948263174144267,21.4,0.42288369335041487
prob_axioms_count,10,10,340,9.301910257339477,4.7375409990349535,20.0,0.4122565995083624
prob_axioms_count,10,10,350,8.509213256835938,4.15032442944639,17.1,0.43918666292838526
prob_axioms_count,10,10,360,12.46693377494812,4.2767167637293,22.7,0.5397964850229505
prob_axioms_count,10,10,370,15.235509467124938,4.008523388297026,25.5,0.5895949218996842
prob_axioms_count,10,10,380,12.57333300113678,5.3201324978296185,20.0,0.6172850053790023
prob_axioms_count,10,10,390,15.486457967758179,5.861098715290507,22.6,0.6711720533484684
